>GEOMETRY   rect_prism; AX,AY,AZ= 0.1000 0.1000 0.1000
     40 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00500 -0.00500 -0.04500 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  1  1 1 1 1
     2  1  1  2 1 1 1
     3  1  1  3 1 1 1
     4  1  1  4 1 1 1
     5  1  1  5 1 1 1
     6  1  1  6 1 1 1
     7  1  1  7 1 1 1
     8  1  1  8 1 1 1
     9  1  1  9 1 1 1
     10  1  1  10 1 1 1
     11  1  2  1 1 1 1
     12  1  2  2 1 1 1
     13  1  2  3 1 1 1
     14  1  2  4 1 1 1
     15  1  2  5 1 1 1
     16  1  2  6 1 1 1
     17  1  2  7 1 1 1
     18  1  2  8 1 1 1
     19  1  2  9 1 1 1
     20  1  2  10 1 1 1
     21  2  1  1 1 1 1
     22  2  1  2 1 1 1
     23  2  1  3 1 1 1
     24  2  1  4 1 1 1
     25  2  1  5 1 1 1
     26  2  1  6 1 1 1
     27  2  1  7 1 1 1
     28  2  1  8 1 1 1
     29  2  1  9 1 1 1
     30  2  1  10 1 1 1
     31  2  2  1 1 1 1
     32  2  2  2 1 1 1
     33  2  2  3 1 1 1
     34  2  2  4 1 1 1
     35  2  2  5 1 1 1
     36  2  2  6 1 1 1
     37  2  2  7 1 1 1
     38  2  2  8 1 1 1
     39  2  2  9 1 1 1
     40  2  2  10 1 1 1
